"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"845","competitor_sales_B",0.204169898681108,225660070.871054,0.619139170729091,1117129.06371809,0.385211599979278,225660070.871054,0.619139170729091,1117129.06371809,0.385211599979278,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"846","events",1.01092308490646,1738867.43219655,0.00477089693281707,869433.716098275,0.299800590398625,1738867.43219655,0.00477089693281707,869433.716098275,0.299800590398625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"847","tv_S",303998.874383113,9799062.64241718,0.0268854985949878,48510.2111010751,0.0167274280479138,9799062.64241718,0.0268854985949878,48510.2111010751,0.0167274280479138,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.377812918114818,0.377812918114818,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,48510.2111010751,22995.1903604566,8540.53511293187,3.35602684881621,3.35602684881621,0.297971394463884,0.297971394463884,2,FALSE,3.51190978987403,0.0513326471643144,3.13360152880131,3.89228784411912,0.254998352862105
"848","ooh_S",205287.745926268,9291529.4988661,0.0254929897279881,45997.6707864659,0.0158610467979428,9291529.4988661,0.0254929897279881,45997.6707864659,0.0158610467979428,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.358244456823941,0.358244456823941,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,45997.6707864659,70822.1209428711,28348.2727580525,1.08296452410702,1.08296452410702,0.923391281745418,0.923391281745418,2,FALSE,1.19636287925722,0.0268541875311396,1.00003802429559,1.39693757486109,0.692268513545138
"849","print_S",250957.33815203,3758800.6384375,0.0103129485922566,18607.9239526609,0.00641643691037842,3758800.6384375,0.0103129485922566,18607.9239526609,0.00641643691037842,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.144924416716414,0.144924416716414,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,18607.9239526609,5659.80270551224,2131.23416865856,5.27350503704627,5.27350503704627,0.189627201069312,0.189627201069311,2,FALSE,6.23677693700556,0.224656299455817,4.59562798789864,7.91600341099896,0.103111373005267
"850","facebook_I",5409.68046830372,139805.745141431,0.000383582318200588,692.107649215003,0.00023865451501608,139805.745141431,0.000383582318200588,692.107649215003,0.00023865451501608,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.00539035400309177,0.00539035400309177,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,692.107649215003,2819.16844904656,717.860089288995,0.329369864256789,0.329369864256789,3.03610047099016,3.03610047099016,2,FALSE,0.0624867091225205,0.0324767319482729,0,0.29937112030555,0.234814266021448
"851","search_clicks_P",64070.7337037354,2947084.14993831,0.00808585776658862,14589.5254947441,0.00503080140092665,2947084.14993831,0.00808585776658862,14589.5254947441,0.00503080140092665,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.113627854341735,0.113627854341735,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,14589.5254947441,6204.39226706438,210.002828120481,2.43386347239303,2.43386347239303,0.41086938989917,0.41086938989917,2,FALSE,1.98753609916697,0.172752923877949,0.70316645766939,3.2564203130142,0.0124908518911076
"852","newsletter",212916.766896388,16365327.3811605,0.044901232124808,81016.472183963,0.0279363288345496,16365327.3811605,0.044901232124808,81016.472183963,0.0279363288345496,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.71890381325,0.943231451174604,0.97553760055743,0.978587116796793,0.0517139586820928,0.040916455408703,0.0481841143211698,0.040916455408703,0.325926352588333,0,28886.5857762806,0.0003411780521,65481090.2533626,1e-04,"5_262_2",5,262,2,1829,2,81016.472183963,34401.8856044154,11750.5723904016,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.578881070689936
"853","(Intercept)",41241.0965637709,8330701.50588177,0.0228712146812578,41241.0965637709,0.0143336390537837,8330701.50588177,0.0228712146812578,41241.0965637709,0.0143336390537837,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"854","trend",0.258186602705503,92552631.4135951,0.254095180445624,458181.343631659,0.159244213854466,92552631.4135951,0.254095180445624,458181.343631659,0.159244213854466,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"855","season",0.30715873278583,-1822759.55573696,-0.00500422744496851,-9023.56215711365,-0.00313620378011652,-1822759.55573696,-0.00500422744496851,-9023.56215711365,-0.00313620378011652,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"856","holiday",1,8601582.7796459,0.0236148956018883,277470.412246642,0.0964368328833851,8601582.7796459,0.0236148956018883,277470.412246642,0.0964368328833851,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"857","competitor_sales_B",0.186952756010024,206630715.121497,0.567286613492145,1022924.33228464,0.355524692114541,206630715.121497,0.567286613492145,1022924.33228464,0.355524692114541,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"858","events",0.985466146105251,1695079.48980433,0.00465369295559802,847539.744902166,0.294568520222993,1695079.48980433,0.00465369295559802,847539.744902166,0.294568520222993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,NA
"859","tv_S",316395.945983712,10371883.3147209,0.028475101379212,51345.9570035688,0.0178456558113633,10371883.3147209,0.028475101379212,51345.9570035688,0.0178456558113633,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.317999895548312,0.317999895548312,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,51345.9570035688,23293.9983015729,8839.34305404816,3.55220903745604,3.55220903745604,0.281514964197085,0.281514964197085,9,TRUE,3.4837047980384,0.0447863399506282,3.10028911648359,3.86396770796401,0.267434452273403
"860","ooh_S",210366.026965434,13405763.844791,0.0368043558689487,66365.1675484703,0.0230656902129829,13405763.844791,0.0368043558689487,66365.1675484703,0.0230656902129829,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.411018073866905,0.411018073866905,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,66365.1675484703,69858.7346174544,27384.8864326359,1.56249481468438,1.56249481468438,0.640002123912328,0.640002123912327,9,TRUE,1.43135936230886,0.0278056717537396,1.19557749239754,1.66970858378548,0.735244773263944
"861","print_S",152161.680870278,5066872.56488688,0.013910656877129,25083.527548945,0.00871795999716603,5066872.56488688,0.013910656877129,25083.527548945,0.00871795999716603,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.155349312897085,0.155349312897085,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,25083.527548945,5725.60357327594,2197.03503642226,7.1086978436052,7.1086978436052,0.140672739508766,0.140672739508766,9,TRUE,6.21222690691885,0.0941882964929751,5.41339953635445,7.01946035041046,0.185943650293809
"862","facebook_I",11435.2519396903,254388.237420363,0.000698400727276097,1259.3477100018,0.000437695333596734,254388.237420363,0.000698400727276097,1259.3477100018,0.000437695333596734,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.0077994931560384,0.0077994931560384,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,1259.3477100018,2821.25729145135,719.948931693791,0.599315994796258,0.599315994796258,1.66856884962658,1.66856884962658,9,TRUE,0.571202069324813,0.138848615412955,0,1.7556928351377,0.189493883192118
"863","search_clicks_P",69424.166915272,3517088.01779325,0.00965585851936182,17411.3268207587,0.00605143157894244,3517088.01779325,0.00965585851936182,17411.3268207587,0.00605143157894244,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.107833224531659,0.107833224531659,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,17411.3268207587,7836.416117049,1842.0266781051,2.90460387969492,2.90460387969491,0.344281024683144,0.344281024683144,9,TRUE,2.20284865299919,0.159160450631392,0.853963907185837,3.5679036685408,0.116347801953039
"864","newsletter",292496.936740525,15640000.1649658,0.0429382568965275,77425.7433909198,0.0269098727168967,15640000.1649658,0.0429382568965275,77425.7433909198,0.0269098727168967,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72016484,0.942305453159793,0.971435112120075,0.97732256208842,0.0523147345735151,0.0443677590796455,0.0497583596523192,0.0443677590796455,0.258275538025622,0,25340.5486995099,0.0002870190315,65481090.2533626,1e-04,"5_262_4",5,262,4,1831,3,77425.7433909198,36634.9795370673,13983.6663230536,NA,NA,NA,NA,9,TRUE,NA,NA,NA,NA,0.50301837312592
"865","(Intercept)",122900.377621819,24825876.2796074,0.0680617031322763,122900.377621819,0.0426144214776011,24825876.2796074,0.0680617031322763,122900.377621819,0.0426144214776011,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"866","trend",0.223561854130612,80140633.4281859,0.219710593083969,396735.809050425,0.137563995402487,80140633.4281859,0.219710593083969,396735.809050425,0.137563995402487,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"867","season",0.315177088568271,-1870342.55782576,-0.00512766189973186,-9259.12157339489,-0.00321050363616579,-1870342.55782576,-0.00512766189973186,-9259.12157339489,-0.00321050363616579,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"868","holiday",1,8601582.7796459,0.0235817808411804,277470.412246642,0.0962099655334411,8601582.7796459,0.0235817808411804,277470.412246642,0.0962099655334411,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"869","competitor_sales_B",0.187556328133366,207297817.025397,0.568320019138298,1026226.81695741,0.355833423425349,207297817.025397,0.568320019138298,1026226.81695741,0.355833423425349,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"870","events",0.990460123284172,1703669.52440065,0.00467071728301939,851834.762200323,0.295364801053565,1703669.52440065,0.00467071728301939,851834.762200323,0.295364801053565,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"871","tv_S",298958.959485942,8952269.23525177,0.0245432098423216,44318.1645309493,0.01536686037082,8952269.23525177,0.0245432098423216,44318.1645309493,0.01536686037082,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.290930959802002,0.290930959802002,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,44318.1645309493,22151.4727663749,7696.81751885013,3.06601325123534,3.06601325123534,0.326156450758028,0.326156450758028,8,FALSE,3.41370324477333,0.0546190175052929,2.84914568055754,3.97642679722464,0.203498621865691
"872","ooh_S",212220.303323034,12638639.1146061,0.0346496250011885,62567.5203693371,0.0216946337791721,12638639.1146061,0.0346496250011885,62567.5203693371,0.0216946337791721,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.410730655164446,0.410730655164446,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,62567.5203693371,68463.8014576129,25989.9532727944,1.47308339232848,1.47308339232848,0.678848193664934,0.678848193664935,8,FALSE,1.36706281466548,0.0206548048356296,1.15393016838963,1.58022438829927,0.710638463037057
"873","print_S",148305.042732688,5071437.79859241,0.0139036660786525,25106.127715804,0.0087052873949983,5071437.79859241,0.0139036660786525,25106.127715804,0.0087052873949983,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.164811650269715,0.164811650269715,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,25106.127715804,4688.77065509933,1160.20211824565,7.1151027544417,7.11510275444171,0.140546107977954,0.140546107977954,8,FALSE,6.16688374146348,0.0846249460755394,5.28769613822887,7.03426918306042,0.0865243289631169
"874","facebook_I",72.5948612618439,1675.04141666316,4.5922315229148e-06,8.29228424090674,2.87526289578571e-06,1675.04141666316,4.5922315229148e-06,8.29228424090674,2.87526289578571e-06,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,5.4435517325481e-05,5.4435517325481e-05,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,8.29228424090674,2610.17112810324,508.862768345675,0.0039462481564883,0.0039462481564883,253.405249833523,253.405249833523,8,FALSE,0.433200469356318,0.115217368036642,0,1.62654633105458,0.182948833440823
"875","search_clicks_P",98531.3327164509,4107091.10888736,0.0112598489028933,20332.1342024127,0.00704995503843706,4107091.10888736,0.0112598489028933,20332.1342024127,0.00704995503843706,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.133472299246512,0.133472299246512,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,20332.1342024127,6878.40505726323,884.01561831933,3.39186074069869,3.39186074069869,0.294823424794854,0.294823424794855,8,FALSE,2.75819874536265,0.0959595508067339,1.77016979591937,3.75067758476427,0.0302017516498296
"876","newsletter",260925.184154422,13285088.3780114,0.0364219063644093,65767.7642475815,0.0228042848973995,13285088.3780114,0.0364219063644093,65767.7642475815,0.0228042848973995,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72521668886,0.943961562108171,0.968684794197616,0.975858754447463,0.0517821856382405,0.0463274756102037,0.0513538161476895,0.0463274756102037,0.256769677631256,0,24022.0806879819,0.0002668819222,65481090.2533626,1e-04,"5_263_2",5,263,2,1836,4,65767.7642475815,36601.8168206745,13950.5036066608,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,0.448467875322694
"877","(Intercept)",118307.403092873,23898095.4247602,0.065489260907585,118307.403092873,0.0411354171762688,23898095.4247602,0.065489260907585,118307.403092873,0.0411354171762688,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"878","trend",0.236231401485326,84682309.6197869,0.232059575057235,419219.3545534,0.1457623325937,84682309.6197869,0.232059575057235,419219.3545534,0.1457623325937,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"879","season",0.326127155149911,-1935323.09188584,-0.00530347195675145,-9580.80738557348,-0.00333124131193768,-1935323.09188584,-0.00530347195675145,-9580.80738557348,-0.00333124131193768,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"880","holiday",1,8601582.7796459,0.0235713888015857,277470.412246642,0.0964763054842549,8601582.7796459,0.0235713888015857,277470.412246642,0.0964763054842549,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"881","competitor_sales_B",0.183745806238941,203086213.619085,0.556528283699714,1005377.29514398,0.349569117182219,203086213.619085,0.556528283699714,1005377.29514398,0.349569117182219,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"882","events",0.980175135914684,1685978.53500256,0.0046201793992744,842989.267501282,0.293106891768732,1685978.53500256,0.0046201793992744,842989.267501282,0.293106891768732,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"883","tv_S",305713.751985503,8765719.80752135,0.0240211824965257,43394.6525124819,0.0150882961476119,8765719.80752135,0.0240211824965257,43394.6525124819,0.0150882961476119,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.298175734117249,0.298175734117249,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,43394.6525124819,20885.9047047783,6431.24945725355,3.00212296795615,3.00212296795615,0.333097614812494,0.333097614812495,8,FALSE,3.41370324477333,0.0546190175052929,2.84914568055754,3.97642679722464,0.175365712166226
"884","ooh_S",212319.905690156,11773324.9448229,0.0322630877213104,58283.7868555589,0.0202652397418786,11773324.9448229,0.0322630877213104,58283.7868555589,0.0202652397418786,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.40048277671519,0.40048277671519,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,58283.7868555589,68986.4613825236,26512.6131977051,1.37222760231062,1.37222760231062,0.728742082083287,0.728742082083287,8,FALSE,1.36706281466548,0.0206548048356296,1.15393016838963,1.58022438829927,0.710273927229843
"885","print_S",220567.830796565,4328059.16741764,0.0118604177864656,21426.0354822655,0.00744982042505525,4328059.16741764,0.0118604177864656,21426.0354822655,0.00744982042505525,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.147223758902301,0.147223758902301,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,21426.0354822655,4633.77993131325,1105.21139445956,6.07216078091838,6.07216078091839,0.164686021348854,0.164686021348854,8,FALSE,6.16688374146348,0.0846249460755394,5.28769613822887,7.03426918306042,0.0449359372477977
"886","facebook_I",18756.8589963896,360238.042653583,0.000987180055350163,1783.35664679992,0.0006200720979616,360238.042653583,0.000987180055350163,1783.35664679992,0.0006200720979616,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.0122538987309436,0.0122538987309436,0.71830057589,0.943806589911384,0.970107376021686,0.975448706727072,0.0516296685420707,0.0453871854052005,0.0517733478140601,0.0453871854052005,0.260953441073165,0,27252.0340894706,0.0003162133615,65481090.2533626,1e-04,"5_263_4",5,263,4,1838,4,1783.35664679992,2782.3898011117,681.081441354137,0.848688693650689,0.84868869365069,1.17828834940458,1.17828834940458,8,FALSE,0.433200469356318,0.115217368036642,0,1.62654633105458,0.165221891376843
